LOC_00014516-mRNA-39	tr|A0A8D8IAT0|A0A8D8IAT0_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-37	tr|A0A8D8N1F5|A0A8D8N1F5_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-38	tr|A0A8D8FDC3|A0A8D8FDC3_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-35	tr|A0A8D8FDC3|A0A8D8FDC3_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-36	tr|A0A8D8FDC3|A0A8D8FDC3_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-33	tr|A0A8D8I8R7|A0A8D8I8R7_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-34	tr|A0A8D8N1F5|A0A8D8N1F5_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-31	tr|A0A8D8PFI2|A0A8D8PFI2_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-32	tr|A0A8D8I8R7|A0A8D8I8R7_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-30	tr|A0A8D8N1F5|A0A8D8N1F5_CULPI	*-*	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-19	tr|A0A8D8FDC3|A0A8D8FDC3_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-17	tr|A0A8D8PGI9|A0A8D8PGI9_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-18	tr|A0A8D8PGI9|A0A8D8PGI9_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-15	tr|A0A8D8I8R7|A0A8D8I8R7_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-16	tr|A0A8D8PFI2|A0A8D8PFI2_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-13	tr|A0A8D8FDC3|A0A8D8FDC3_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-14	tr|A0A8D8IAT0|A0A8D8IAT0_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-11	tr|A0A8D8I8R7|A0A8D8I8R7_CULPI	***	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-12	tr|A0A8D8PFI2|A0A8D8PFI2_CULPI	*-*	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014516-mRNA-10	tr|A0A8D8PFI2|A0A8D8PFI2_CULPI	*-*	Heterogeneous nuclear ribonucleoprotein Q		GO:0003676, GO:0003723, GO:0005737, GO:1990904
LOC_00014455-mRNA-5	tr|A0A8D8GM79|A0A8D8GM79_CULPI	***	Transcriptional adapter		GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065, GO:0045893, GO:0046872, GO:0070461
LOC_00014455-mRNA-4	tr|A0A8D8GM79|A0A8D8GM79_CULPI	***	Transcriptional adapter		GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065, GO:0045893, GO:0046872, GO:0070461
LOC_00014455-mRNA-1	tr|A0A8D8JAC6|A0A8D8JAC6_CULPI	***	Transcriptional adapter		GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065, GO:0045893, GO:0046872, GO:0070461
LOC_00014455-mRNA-3	tr|A0A8D8GM79|A0A8D8GM79_CULPI	***	Transcriptional adapter		GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065, GO:0045893, GO:0046872, GO:0070461
LOC_00014455-mRNA-2	tr|A0A8D8GM79|A0A8D8GM79_CULPI	***	Transcriptional adapter		GO:0003713, GO:0005634, GO:0006357, GO:0008270, GO:0035065, GO:0045893, GO:0046872, GO:0070461
LOC_00014213-mRNA-1	tr|B0WPH6|B0WPH6_CULQU	*-*	RNA helicase		GO:0000166, GO:0003676, GO:0003724, GO:0004386, GO:0005524, GO:0016787, GO:0043229
LOC_00014306-mRNA-1			Unknown protein		
LOC_00014362-mRNA-1	tr|A0A8D8H2I6|A0A8D8H2I6_CULPI	***	RNA-directed DNA polymerase		GO:0003676, GO:0008270, GO:0015074, GO:0042575, GO:0071897
LOC_00014534-mRNA-1	tr|B0W9A9|B0W9A9_CULQU	***	GPI-GlcNAc transferase complex PIG-H component conserved domain-containing protein		GO:0000506, GO:0006506, GO:0016020
LOC_00014534-mRNA-2	tr|A0A8D8FI49|A0A8D8FI49_CULPI	***	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H		GO:0000506, GO:0006506, GO:0016020, GO:0016740, GO:0016757
LOC_00014441-mRNA-2	tr|B0WKF6|B0WKF6_CULQU	***	Chitin-binding type-2 domain-containing protein		GO:0005576, GO:0008061
LOC_00014441-mRNA-1	tr|B0WKF5|B0WKF5_CULQU	***	Chitin-binding type-2 domain-containing protein		GO:0005576, GO:0008061
LOC_00014478-mRNA-2	tr|A0A6I8TTX0|A0A6I8TTX0_AEDAE	***	Peptidase M13 N-terminal domain-containing protein		GO:0004222, GO:0005886, GO:0006508, GO:0008237, GO:0016020
LOC_00014478-mRNA-1	tr|A0A6I8TTX0|A0A6I8TTX0_AEDAE	***	Peptidase M13 N-terminal domain-containing protein		GO:0004222, GO:0005886, GO:0006508, GO:0008237, GO:0016020
LOC_00014357-mRNA-1	tr|A0A6I8T3D1|A0A6I8T3D1_AEDAE	***	Major facilitator superfamily (MFS) profile domain-containing protein		GO:0016020, GO:0022857, GO:0055085
LOC_00014236-mRNA-1	tr|B0WJ72|B0WJ72_CULQU	***	Odorant receptor		GO:0004984, GO:0005549, GO:0005886, GO:0007165, GO:0007608, GO:0016020, GO:0050896, GO:0050911
LOC_00014329-mRNA-1	tr|A0A8D8EXV6|A0A8D8EXV6_CULPI	*-*	5-hydroxytryptamine receptor		GO:0004930, GO:0005886, GO:0007165, GO:0007186, GO:0016020, GO:0038023
LOC_00014385-mRNA-1	tr|B0X5C2|B0X5C2_CULQU	***	FLYWCH-type domain-containing protein		GO:0046872
LOC_00014511-mRNA-1			Unknown protein		
LOC_00014315-mRNA-3	tr|B0W9M1|B0W9M1_CULQU	***	Serine protease		GO:0004252, GO:0006508, GO:0008233, GO:0016787
LOC_00014315-mRNA-2	tr|B0W9M1|B0W9M1_CULQU	***	Serine protease		GO:0004252, GO:0006508, GO:0008233, GO:0016787
LOC_00014315-mRNA-1	tr|B0W9M1|B0W9M1_CULQU	***	Serine protease		GO:0004252, GO:0006508, GO:0008233, GO:0016787
LOC_00014241-mRNA-1	tr|A0A1Q3F6R4|A0A1Q3F6R4_CULTA	***	Ras modification protein ERF4		GO:0000139, GO:0016020
LOC_00014241-mRNA-2	tr|A0A1Q3F6R4|A0A1Q3F6R4_CULTA	***	Ras modification protein ERF4		GO:0000139, GO:0016020
LOC_00014241-mRNA-3	tr|A0A1Q3F6R4|A0A1Q3F6R4_CULTA	***	Ras modification protein ERF4		GO:0000139, GO:0016020
LOC_00014241-mRNA-4	tr|A0A1Q3F6R4|A0A1Q3F6R4_CULTA	***	Ras modification protein ERF4		GO:0000139, GO:0016020
LOC_00014427-mRNA-3	tr|B0WKE2|B0WKE2_CULQU	***	DUF4789 domain-containing protein		
LOC_00014427-mRNA-1	tr|B0WKE2|B0WKE2_CULQU	***	DUF4789 domain-containing protein		
LOC_00014427-mRNA-2	tr|A0A182PSI6|A0A182PSI6_9DIPT	*-*	rRNA adenine N(6)-methyltransferase		GO:0000179, GO:0003723, GO:0006364, GO:0008168, GO:0016740, GO:0031167, GO:0032259
LOC_00014259-mRNA-1	tr|A7USY6|A7USY6_ANOGA	***	AGAP004134-PA		GO:0016020
LOC_00014269-mRNA-1	tr|B0WS67|B0WS67_CULQU	***	Osiris 19		GO:0016020
LOC_00014492-mRNA-1	tr|A0A6I8TPB2|A0A6I8TPB2_AEDAE	***	Dolichyl-phosphate-mannose--protein mannosyltransferase		GO:0000030, GO:0004169, GO:0005783, GO:0005789, GO:0006486, GO:0006493, GO:0016020, GO:0016740, GO:0016757, GO:0035269
LOC_00014404-mRNA-1	tr|A0A8D8IQM8|A0A8D8IQM8_CULPI	***	rRNA biogenesis protein RRP36		GO:0005634, GO:0005730, GO:0006364, GO:0042254, GO:1990904
LOC_00014417-mRNA-2	tr|A0A8D8B738|A0A8D8B738_CULPI	***	Translocon-associated protein subunit alpha		GO:0005783, GO:0005789, GO:0016020
LOC_00014417-mRNA-1	tr|A0A8D8B738|A0A8D8B738_CULPI	***	Translocon-associated protein subunit alpha		GO:0005783, GO:0005789, GO:0016020
LOC_00014538-mRNA-7	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-6	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-9	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-8	tr|A0A8D8L8H8|A0A8D8L8H8_CULPI	*-*	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-1	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-3	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-2	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-5	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014538-mRNA-4	tr|A0A8D8F5Z2|A0A8D8F5Z2_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014436-mRNA-1	tr|B0WMK9|B0WMK9_CULQU	*--	hydroxymethylbilane synthase		GO:0004418, GO:0006779, GO:0016740, GO:0033014
LOC_00014460-mRNA-1	tr|A0A8D8CCY8|A0A8D8CCY8_CULPI	***	Gustatory receptor		GO:0005886, GO:0007165, GO:0016020, GO:0050909
LOC_00014515-mRNA-1	tr|A0A8D8EZR7|A0A8D8EZR7_CULPI	***	Cadherin-89D		GO:0005509, GO:0005886, GO:0007155, GO:0007156, GO:0016020
LOC_00014381-mRNA-1	tr|A0A8D8FPJ1|A0A8D8FPJ1_CULPI	*-*	(northern house mosquito) hypothetical protein		GO:0005634, GO:0008270, GO:0046872
LOC_00014381-mRNA-2	tr|B0X5B5|B0X5B5_CULQU	***	ZAD domain-containing protein		GO:0005634, GO:0008270, GO:0046872
LOC_00014381-mRNA-3	tr|A0A8D8FPJ1|A0A8D8FPJ1_CULPI	*-*	(northern house mosquito) hypothetical protein		GO:0005634, GO:0008270, GO:0046872
LOC_00014325-mRNA-1	tr|B0XKF1|B0XKF1_CULQU	*-*	BEN domain-containing protein		GO:0003677
LOC_00014283-mRNA-2	tr|B0WGR9|B0WGR9_CULQU	***	C2H2-type domain-containing protein		GO:0005634, GO:0046872
LOC_00014283-mRNA-1	tr|B0WGR9|B0WGR9_CULQU	***	C2H2-type domain-containing protein		GO:0005634, GO:0046872
LOC_00014283-mRNA-4	tr|B0WGR9|B0WGR9_CULQU	***	C2H2-type domain-containing protein		GO:0005634, GO:0046872
LOC_00014283-mRNA-3	tr|B0WGR9|B0WGR9_CULQU	***	C2H2-type domain-containing protein		GO:0005634, GO:0046872
LOC_00014338-mRNA-1	tr|A0A8D8N9W6|A0A8D8N9W6_CULPI	***	Ribosome-binding factor A, mitochondrial		GO:0006364
LOC_00014459-mRNA-1	tr|A0A8D8CC42|A0A8D8CC42_CULPI	***	Hydroxypyruvate isomerase		GO:0016853
LOC_00014469-mRNA-1	tr|A0A8D8ASV3|A0A8D8ASV3_CULPI	***	Oocyte zinc finger protein XlCOF7.1		GO:0005634, GO:0008270, GO:0046872
LOC_00014469-mRNA-2	tr|A0A8D8NUL5|A0A8D8NUL5_CULPI	***	Zinc finger protein 416		GO:0005634, GO:0008270, GO:0046872
LOC_00014348-mRNA-3	tr|A0A8D8BKB8|A0A8D8BKB8_CULPI	***	Aminopeptidase		GO:0004177, GO:0005886, GO:0006508, GO:0008233, GO:0008237, GO:0008270, GO:0016020, GO:0016787, GO:0046872, GO:0098552
LOC_00014348-mRNA-1	tr|A0A8D8BKB8|A0A8D8BKB8_CULPI	***	Aminopeptidase		GO:0004177, GO:0005886, GO:0006508, GO:0008233, GO:0008237, GO:0008270, GO:0016020, GO:0016787, GO:0046872, GO:0098552
LOC_00014348-mRNA-2	tr|A0A8D8BKB8|A0A8D8BKB8_CULPI	***	Aminopeptidase		GO:0004177, GO:0005886, GO:0006508, GO:0008233, GO:0008237, GO:0008270, GO:0016020, GO:0016787, GO:0046872, GO:0098552
LOC_00014227-mRNA-2	tr|A0A8D7ZXW9|A0A8D7ZXW9_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014227-mRNA-1	tr|A0A8D7ZXW9|A0A8D7ZXW9_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014227-mRNA-3	tr|A0A8D7ZXW9|A0A8D7ZXW9_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014301-mRNA-1	tr|A0A8D8CA14|A0A8D8CA14_CULPI	***	(northern house mosquito) hypothetical protein		GO:0016020
LOC_00014301-mRNA-2	tr|A0A8D8CA14|A0A8D8CA14_CULPI	***	(northern house mosquito) hypothetical protein		GO:0016020
LOC_00014301-mRNA-3	tr|A0A8D8CA14|A0A8D8CA14_CULPI	***	(northern house mosquito) hypothetical protein		GO:0016020
LOC_00014524-mRNA-1	tr|A0A182RZM9|A0A182RZM9_ANOFN	***	DUF4789 domain-containing protein		GO:0016020
LOC_00014367-mRNA-2	tr|A0A0B4K7H3|A0A0B4K7H3_DROME	***	Eucalyptus, isoform B		GO:0005829
LOC_00014367-mRNA-3	tr|A0A0B4K7H3|A0A0B4K7H3_DROME	***	Eucalyptus, isoform B		GO:0005829
LOC_00014367-mRNA-1	tr|A0A8D8MDQ9|A0A8D8MDQ9_CULPI	***	(northern house mosquito) hypothetical protein		
LOC_00014502-mRNA-1	tr|A0A182K363|A0A182K363_9DIPT	***	PUM-HD domain-containing protein		GO:0003723
LOC_00014450-mRNA-1	tr|A0A182P2D5|A0A182P2D5_9DIPT	***	TRAF3-interacting protein 1 N-terminal domain-containing protein		GO:0008017
LOC_00014245-mRNA-3	tr|A0A1S4FQV5|A0A1S4FQV5_AEDAE	*-*	G-protein coupled receptors family 1 profile domain-containing protein		GO:0004930, GO:0004983, GO:0007165, GO:0007186, GO:0007218, GO:0016020
LOC_00014245-mRNA-2	tr|A0A1S4FQV5|A0A1S4FQV5_AEDAE	***	G-protein coupled receptors family 1 profile domain-containing protein		GO:0004930, GO:0004983, GO:0007165, GO:0007186, GO:0007218, GO:0016020
LOC_00014245-mRNA-1	tr|A0A6I8TD99|A0A6I8TD99_AEDAE	***	G-protein coupled receptors family 1 profile domain-containing protein		GO:0004930, GO:0004983, GO:0007165, GO:0007186, GO:0007218, GO:0016020
LOC_00014217-mRNA-2	tr|A0A8D8LAL3|A0A8D8LAL3_CULPI	***	Pre-mRNA-splicing factor ISY1 homolog		GO:0000350, GO:0005634
LOC_00014217-mRNA-1	tr|A0A8D8LAL3|A0A8D8LAL3_CULPI	***	Pre-mRNA-splicing factor ISY1 homolog		GO:0000350, GO:0005634
LOC_00014468-mRNA-1	tr|A0A8D8ATG7|A0A8D8ATG7_CULPI	***	Transmembrane protein 179		GO:0016020
LOC_00014293-mRNA-1	tr|A0A8D8AKG0|A0A8D8AKG0_CULPI	***	Zinc finger protein 792		GO:0005634, GO:0008270, GO:0046872
LOC_00014293-mRNA-3	tr|A0A8D8K119|A0A8D8K119_CULPI	***	Zinc finger protein 792		GO:0005634, GO:0008270, GO:0046872
LOC_00014293-mRNA-2	tr|A0A8D8K119|A0A8D8K119_CULPI	***	Zinc finger protein 792		GO:0005634, GO:0008270, GO:0046872
LOC_00014371-mRNA-1	tr|F5HL24|F5HL24_ANOGA	***	AGAP013472-PA		
LOC_00014519-mRNA-2	tr|A0A8D8BBJ3|A0A8D8BBJ3_CULPI	***	Mitochondrial pyruvate carrier		GO:0005739, GO:0005743, GO:0006850, GO:0016020
LOC_00014519-mRNA-1	tr|A0A8D8BBJ3|A0A8D8BBJ3_CULPI	***	Mitochondrial pyruvate carrier		GO:0005739, GO:0005743, GO:0006850, GO:0016020
LOC_00014519-mRNA-3	tr|A0A8D8BBJ3|A0A8D8BBJ3_CULPI	***	Mitochondrial pyruvate carrier		GO:0005739, GO:0005743, GO:0006850, GO:0016020
LOC_00014302-mRNA-2	tr|A0A8D7ZUZ0|A0A8D7ZUZ0_CULPI	***	Broad-complex core protein isoform 6		GO:0003006, GO:0016043, GO:0048513, GO:0048666
LOC_00014302-mRNA-1	tr|A0A8D7ZY20|A0A8D7ZY20_CULPI	***	Broad-complex core protein isoform 6		GO:0003006, GO:0016043, GO:0048513, GO:0048666
LOC_00014250-mRNA-1	tr|B0WLW6|B0WLW6_CULQU	***	Protein osiris 4		GO:0016020
LOC_00014423-mRNA-2	tr|A0A6I8TUS6|A0A6I8TUS6_AEDAE	***	SOCS box domain-containing protein		GO:0005634
LOC_00014423-mRNA-1	tr|A0A6I8TUS6|A0A6I8TUS6_AEDAE	***	SOCS box domain-containing protein		GO:0005634
LOC_00014423-mRNA-3	tr|A0A6I8TUS6|A0A6I8TUS6_AEDAE	***	SOCS box domain-containing protein		GO:0005634
LOC_00014451-mRNA-1	tr|A0A182F985|A0A182F985_ANOAL	***	t-SNARE coiled-coil homology domain-containing protein		GO:0005737, GO:0015031, GO:0016020
LOC_00014451-mRNA-2	tr|A0A182F985|A0A182F985_ANOAL	***	t-SNARE coiled-coil homology domain-containing protein		GO:0005737, GO:0015031, GO:0016020
LOC_00014246-mRNA-2	tr|A0A8D8IX13|A0A8D8IX13_CULPI	***	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1		GO:0003676, GO:0004483, GO:0005634, GO:0006370, GO:0006397, GO:0008168, GO:0016740, GO:0032259, GO:0080009, GO:0097309
LOC_00014246-mRNA-1	tr|A0A8D8IX13|A0A8D8IX13_CULPI	***	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1		GO:0003676, GO:0004483, GO:0005634, GO:0006370, GO:0006397, GO:0008168, GO:0016740, GO:0032259, GO:0080009, GO:0097309
LOC_00014496-mRNA-3	tr|B0X6P2|B0X6P2_CULQU	***	EGF-like domain-containing protein		GO:0005886, GO:0016020
LOC_00014496-mRNA-2	tr|B0X6P2|B0X6P2_CULQU	***	EGF-like domain-containing protein		GO:0005886, GO:0016020
LOC_00014496-mRNA-1	tr|B0X6P2|B0X6P2_CULQU	***	EGF-like domain-containing protein		GO:0005886, GO:0016020
LOC_00014403-mRNA-1	tr|B0X294|B0X294_CULQU	***	Large ribosomal subunit protein uL11m		GO:0003735, GO:0005840, GO:0006412, GO:1990904
LOC_00014347-mRNA-2	tr|A0A182QZ62|A0A182QZ62_9DIPT	***	CLIP domain-containing serine protease		GO:0004252, GO:0006508, GO:0008233, GO:0016787
LOC_00014347-mRNA-1	tr|A0A182QZ62|A0A182QZ62_9DIPT	***	CLIP domain-containing serine protease		GO:0004252, GO:0006508, GO:0008233, GO:0016787
LOC_00014395-mRNA-2	tr|A0A8D8GEG6|A0A8D8GEG6_CULPI	***	Zinc finger protein 26		GO:0046872
LOC_00014395-mRNA-1	tr|A0A8D8GEG6|A0A8D8GEG6_CULPI	***	Zinc finger protein 26		GO:0046872
LOC_00014488-mRNA-1	tr|A0A8D8CYJ5|A0A8D8CYJ5_CULPI	***	Venom allergen 5.02		GO:0005576
